0	502
0	511
0	478
0	514
0	515
0	510
0	487
0	497
0	508
0	498
0	517
0	511
0	512
0	511
0	495
0	507
0	481
0	508
0	502
0	511
0	511
0	533
0	519
0	508
0	498
0	511
0	506
0	502
0	528
0	512
0	507
0	514
0	537
0	514
0	511
0	525
0	498
0	515
0	518
0	496
0	505
0	510
0	540
0	495
0	507
0	464
0	496
0	509
0	465
0	507
0	478
0	510
0	512
0	508
0	510
0	508
0	516
0	542
0	490
0	507
0	511
0	498
0	506
0	509
0	503
0	474
0	500
0	511
0	513
0	527
0	515
0	508
0	498
0	511
0	511
0	511
0	547
0	523
0	521
0	507
0	509
0	513
0	473
0	509
0	498
0	512
0	510
0	505
0	506
0	502
0	511
0	514
0	511
0	484
0	499
0	508
0	519
0	509
0	509
0	518
2	508
2	514
2	510
2	513
2	507
2	508
2	511
2	510
2	511
2	505
2	496
2	508
2	511
2	508
2	502
2	522
2	511
2	511
2	508
2	508
2	508
2	511
2	503
2	509
2	506
2	513
2	510
2	508
2	511
2	508
2	521
2	506
2	495
2	514
2	512
2	515
2	508
2	508
2	509
2	508
2	510
2	510
2	523
2	510
2	521
2	509
2	507
2	501
2	533
2	510
2	504
2	495
2	511
2	511
2	502
2	513
2	522
2	503
2	498
2	505
2	511
2	504
2	511
2	493
2	510
2	502
2	493
2	511
2	511
2	511
2	462
2	508
2	511
2	506
2	510
2	509
2	512
2	555
2	520
2	511
2	548
2	512
2	511
2	510
2	511
2	524
2	512
2	511
2	509
2	511
2	509
2	515
2	503
2	503
2	503
2	508
2	506
2	506
2	519
2	509
4	518
4	506
4	511
4	509
4	502
4	511
4	494
4	510
4	510
4	509
4	504
4	512
4	508
4	501
4	511
4	511
4	502
4	511
4	512
4	511
4	511
4	510
4	513
4	502
4	511
4	511
4	513
4	503
4	510
4	511
4	511
4	495
4	511
4	511
4	510
4	511
4	512
4	511
4	516
4	510
4	529
4	511
4	514
4	501
4	511
4	511
4	516
4	521
4	508
4	512
4	513
4	519
4	508
4	503
4	510
4	527
4	510
4	507
4	510
4	498
4	504
4	511
4	513
4	500
4	511
4	511
4	507
4	512
4	512
4	513
4	507
4	512
4	512
4	508
4	511
4	510
4	507
4	516
4	513
4	514
4	521
4	511
4	507
4	511
4	507
4	508
4	510
4	497
4	511
4	513
4	509
4	511
4	511
4	508
4	518
4	512
4	511
4	508
4	511
4	509
6	511
6	516
6	511
6	507
6	512
6	515
6	508
6	511
6	511
6	510
6	511
6	516
6	511
6	511
6	510
6	512
6	512
6	509
6	509
6	510
6	512
6	510
6	513
6	507
6	514
6	511
6	511
6	513
6	511
6	511
6	511
6	511
6	513
6	509
6	516
6	513
6	512
6	509
6	511
6	511
6	514
6	509
6	511
6	510
6	509
6	511
6	510
6	508
6	511
6	512
6	511
6	514
6	510
6	509
6	512
6	509
6	508
6	514
6	510
6	511
6	510
6	511
6	511
6	508
6	505
6	512
6	507
6	513
6	508
6	515
6	511
6	505
6	511
6	511
6	513
6	510
6	507
6	509
6	516
6	513
6	512
6	512
6	508
6	512
6	510
6	509
6	509
6	510
6	511
6	507
6	510
6	511
6	511
6	510
6	510
6	511
6	511
6	511
6	511
6	506
8	512
8	512
8	510
8	511
8	511
8	512
8	508
8	511
8	510
8	511
8	511
8	511
8	512
8	511
8	511
8	513
8	509
8	511
8	511
8	511
8	511
8	511
8	513
8	510
8	511
8	517
8	511
8	513
8	511
8	512
8	511
8	511
8	511
8	511
8	510
8	509
8	511
8	509
8	510
8	508
8	511
8	511
8	513
8	512
8	511
8	511
8	509
8	516
8	512
8	512
8	510
8	511
8	511
8	511
8	513
8	511
8	516
8	511
8	513
8	511
8	511
8	511
8	510
8	511
8	511
8	511
8	508
8	513
8	511
8	511
8	515
8	510
8	513
8	511
8	512
8	511
8	511
8	511
8	509
8	514
8	511
8	513
8	511
8	514
8	511
8	512
8	512
8	510
8	511
8	511
8	507
8	508
8	516
8	510
8	511
8	512
8	512
8	512
8	510
8	511
10	511
10	510
10	511
10	511
10	512
10	510
10	514
10	511
10	511
10	511
10	510
10	511
10	511
10	509
10	509
10	511
10	512
10	512
10	511
10	511
10	511
10	511
10	511
10	511
10	511
10	511
10	511
10	511
10	512
10	511
10	511
10	511
10	512
10	511
10	511
10	511
10	511
10	511
10	511
10	511
10	511
10	511
10	511
10	511
10	511
10	515
10	511
10	515
10	510
10	511
10	510
10	511
10	513
10	511
10	513
10	511
10	512
10	511
10	511
10	511
10	511
10	511
10	510
10	512
10	511
10	511
10	511
10	511
10	511
10	511
10	511
10	511
10	512
10	513
10	511
10	511
10	511
10	511
10	511
10	511
10	513
10	511
10	511
10	511
10	510
10	514
10	517
10	511
10	510
10	511
10	511
10	511
10	512
10	510
10	511
10	512
10	511
10	511
10	510
10	511
