0	1557
0	1538
0	1517
0	1550
0	1531
0	1534
0	1624
0	1539
0	1536
0	1556
0	1535
0	1517
0	1543
0	1501
0	1530
0	1523
0	1528
0	1535
0	1532
0	1536
0	1542
0	1533
0	1566
0	1542
0	1528
0	1538
0	1539
0	1540
0	1540
0	1527
0	1535
0	1544
0	1536
0	1538
0	1535
0	1520
0	1535
0	1535
0	1534
0	1538
0	1541
0	1536
0	1535
0	1496
0	1541
0	1540
0	1513
0	1547
0	1536
0	1545
0	1585
0	1541
0	1539
0	1535
0	1546
0	1532
0	1536
0	1545
0	1549
0	1497
0	1550
0	1529
0	1527
0	1533
0	1557
0	1544
0	1529
0	1537
0	1563
0	1548
0	1532
0	1538
0	1573
0	1527
0	1548
0	1537
0	1539
0	1545
0	1531
0	1532
0	1548
0	1539
0	1531
0	1532
0	1542
0	1538
0	1549
0	1537
0	1524
0	1519
0	1536
0	1529
0	1541
0	1537
0	1536
0	1525
0	1535
0	1535
0	1560
0	1540
2	1540
2	1546
2	1538
2	1529
2	1538
2	1539
2	1535
2	1532
2	1535
2	1536
2	1550
2	1536
2	1544
2	1535
2	1485
2	1538
2	1536
2	1526
2	1536
2	1535
2	1538
2	1541
2	1533
2	1520
2	1529
2	1535
2	1536
2	1543
2	1532
2	1536
2	1534
2	1540
2	1536
2	1531
2	1534
2	1550
2	1542
2	1540
2	1542
2	1534
2	1557
2	1538
2	1530
2	1536
2	1543
2	1560
2	1534
2	1543
2	1535
2	1533
2	1536
2	1532
2	1535
2	1563
2	1537
2	1542
2	1521
2	1536
2	1538
2	1537
2	1547
2	1530
2	1570
2	1535
2	1534
2	1536
2	1530
2	1530
2	1575
2	1535
2	1534
2	1524
2	1618
2	1539
2	1539
2	1534
2	1544
2	1551
2	1534
2	1530
2	1535
2	1535
2	1539
2	1536
2	1535
2	1533
2	1539
2	1532
2	1507
2	1535
2	1532
2	1535
2	1533
2	1529
2	1550
2	1535
2	1538
2	1529
2	1535
2	1537
4	1535
4	1536
4	1534
4	1533
4	1536
4	1536
4	1533
4	1535
4	1539
4	1535
4	1546
4	1541
4	1534
4	1550
4	1531
4	1542
4	1522
4	1535
4	1535
4	1536
4	1536
4	1535
4	1546
4	1534
4	1535
4	1533
4	1536
4	1535
4	1534
4	1535
4	1536
4	1532
4	1532
4	1542
4	1549
4	1536
4	1536
4	1536
4	1535
4	1538
4	1540
4	1535
4	1535
4	1537
4	1535
4	1534
4	1525
4	1537
4	1537
4	1535
4	1529
4	1535
4	1534
4	1536
4	1535
4	1536
4	1535
4	1533
4	1522
4	1535
4	1539
4	1535
4	1537
4	1535
4	1535
4	1542
4	1535
4	1535
4	1554
4	1544
4	1540
4	1543
4	1535
4	1536
4	1534
4	1535
4	1538
4	1535
4	1535
4	1534
4	1536
4	1534
4	1537
4	1536
4	1537
4	1532
4	1535
4	1538
4	1537
4	1534
4	1535
4	1535
4	1561
4	1531
4	1532
4	1535
4	1532
4	1535
4	1535
4	1535
6	1534
6	1538
6	1535
6	1544
6	1535
6	1535
6	1540
6	1546
6	1533
6	1535
6	1534
6	1535
