-8.000000	-8.340600	-5.715835
-7.000000	-7.415566	-5.223841
-6.000000	-6.511486	-4.748455
-5.000000	-5.631724	-4.202280
-4.000000	-4.781685	-3.563297
-3.000000	-3.964681	-2.916662
-2.000000	-3.186098	-2.294168
-1.000000	-2.447081	-1.710205
0.000000	-1.756037	-1.189038
1.000000	-1.114178	-0.719044
2.000000	-0.522986	-0.299170
3.000000	-0.000007	0.050169
4.000000	0.474215	0.361260
5.000000	0.888044	0.621117
6.000000	1.253033	0.845508
7.000000	1.557486	1.021949
8.000000	1.825464	1.178248
9.000000	2.044566	1.299795
10.000000	2.227868	1.400726
11.000000	2.377046	1.479366
12.000000	2.502977	1.547030
13.000000	2.605209	1.601155
14.000000	2.691188	1.647938
15.000000	2.751589	1.675847
16.000000	2.804176	1.702409
17.000000	2.850241	1.727177
18.000000	2.884416	1.744379
19.000000	2.915441	1.761738
