-8.000000	-8.492456	-7.642337
-7.000000	-7.608869	-7.200614
-6.000000	-6.744164	-6.536020
-5.000000	-5.917790	-5.949973
-4.000000	-5.127484	-5.200984
-3.000000	-4.379500	-4.318620
-2.000000	-3.677904	-3.629617
-1.000000	-3.023953	-2.987203
0.000000	-2.423564	-2.393539
1.000000	-1.882644	-1.857746
2.000000	-1.393782	-1.372666
3.000000	-0.965965	-0.947657
4.000000	-0.595227	-0.579445
5.000000	-0.273435	-0.259543
6.000000	0.004889	0.017166
7.000000	0.233266	0.244050
8.000000	0.422195	0.431746
9.000000	0.581417	0.589903
10.000000	0.714363	0.722021
11.000000	0.818764	0.825598
12.000000	0.904320	0.910525
13.000000	0.978029	0.983667
14.000000	1.033386	1.038594
15.000000	1.077123	1.081900
16.000000	1.114066	1.118557
17.000000	1.143202	1.147549
18.000000	1.167063	1.171054
19.000000	1.185808	1.189646
