0,-81.264571
1,-81.249254
2,-81.270606
3,-81.239468
4,-81.194848
5,-81.065367
6,-81.232929
7,-81.266271
8,-81.167762
9,-81.189753
10,-81.272450
11,-81.261862
12,-81.125942
13,-81.084888
14,-81.267608
15,-81.211368
16,-81.177773
17,-81.141218
18,-81.203435
19,-81.176596
20,-81.256258
21,-81.226216
22,-81.260226
23,-81.264073
24,-81.161318
25,-81.229828
26,-81.248733
27,-81.141806
28,-81.266264
29,-81.137254
30,-81.217681
31,-81.247189
32,-81.158479
33,-81.209199
34,-81.129556
35,-81.264522
36,-81.230071
37,-81.175724
38,-81.246550
39,-81.250816
40,-81.244333
41,-81.237383
42,-81.250642
43,-81.259309
44,-81.268778
45,-81.246086
46,-81.162726
47,-81.117740
48,-81.260013
49,-81.199572
50,-81.168742
51,-81.235979
52,-81.247399
53,-81.236999
54,-81.143751
55,-81.215351
56,-81.222107
57,-81.251098
58,-81.230784
59,-81.270912
60,-81.191096
61,-81.259154
62,-81.253445
63,-81.268580
64,-81.228818
65,-81.153036
66,-81.261108
67,-81.237257
68,-81.193326
69,-81.243308
70,-81.253373
71,-81.271967
72,-81.230856
73,-81.198421
74,-81.227658
75,-81.260087
76,-81.221265
77,-81.185119
78,-81.264875
79,-81.235210
80,-81.223102
81,-81.100481
82,-81.140379
83,-81.271219
84,-81.207300
85,-81.267112
86,-81.243167
87,-81.266797
88,-81.227934
89,-81.271204
90,-81.267838
91,-81.273022
92,-81.217311
93,-81.269335
94,-81.159625
95,-81.249439
96,-81.252564
97,-81.259063
98,-81.129799
99,-81.259990
100,-81.233405
101,-81.270607
102,-81.173640
103,-81.267305
104,-81.272782
105,-81.240437
106,-81.222417
107,-81.270195
108,-81.244874
109,-81.206696
110,-81.222981
111,-81.249609
112,-81.212288
113,-81.205271
114,-81.244255
115,-81.246888
116,-81.269404
117,-81.176597
118,-81.137883
119,-81.210602
120,-81.257248
121,-81.248118
122,-81.265868
123,-81.246229
124,-81.261080
125,-81.215105
126,-81.262531
127,-81.250255
128,-81.270350
129,-81.232124
130,-81.241334
131,-81.226713
132,-81.221999
133,-81.271670
134,-81.231387
135,-81.242096
136,-81.269836
137,-81.170672
138,-81.132412
139,-81.233959
140,-81.240308
141,-81.272308
142,-81.263212
143,-81.239610
144,-81.186956
145,-81.239016
146,-81.175611
147,-81.096778
148,-81.224985
149,-81.241041
150,-81.253790
151,-81.260975
152,-81.265548
153,-81.227604
154,-81.190132
155,-81.262978
156,-81.256374
157,-81.214198
158,-81.259793
159,-81.089326
160,-81.269910
161,-81.227095
162,-81.199220
163,-81.170783
164,-81.240541
165,-81.192291
166,-81.186223
167,-81.222312
168,-81.270906
169,-81.120612
170,-81.271032
171,-81.267439
172,-81.175877
173,-81.266372
174,-81.173894
175,-81.254331
176,-81.271083
177,-81.223135
178,-81.165537
179,-81.192473
180,-81.193625
181,-81.270023
182,-81.261470
183,-81.225994
184,-81.257192
185,-81.134073
186,-81.243384
187,-81.122492
188,-81.187342
189,-81.195569
190,-81.224182
191,-81.247253
192,-81.130488
193,-81.263718
194,-81.268128
195,-81.208039
196,-81.258298
197,-81.234150
198,-81.254762
199,-81.242472
200,-81.262954
201,-81.229452
202,-81.210016
203,-81.167607
204,-81.254798
205,-81.257150
206,-81.224592
207,-81.253432
208,-81.105738
209,-81.202930
210,-81.199023
211,-81.096169
212,-81.184582
213,-81.222662
214,-81.212477
215,-81.218258
216,-81.273028
217,-81.266538
218,-81.206291
219,-81.259778
220,-81.259855
221,-81.197380
222,-81.259764
223,-81.212965
224,-81.255007
225,-81.237781
226,-81.174046
227,-81.247518
228,-81.259287
229,-81.254882
230,-81.237064
231,-81.203195
232,-81.223089
233,-81.269832
234,-81.247478
235,-81.259898
236,-81.179706
237,-81.266419
238,-81.272267
239,-81.243634
240,-81.190808
241,-81.153051
242,-81.245618
243,-81.266778
244,-81.226183
245,-81.158694
246,-81.228340
247,-81.195498
248,-81.158218
249,-81.189086
250,-81.266249
251,-81.215819
252,-81.170909
253,-81.270874
254,-81.246569
255,-81.229565
256,-81.271375
257,-81.252312
258,-81.269722
259,-81.261171
260,-81.185920
261,-81.250943
262,-81.087273
263,-81.240368
264,-81.240117
265,-81.254975
266,-81.238961
267,-81.240123
268,-81.233570
269,-81.268921
