1e-14,0.0204
2.12844e-12,0.0205
4.24688e-12,0.0225
6.36532e-12,0.0184
8.48376e-12,0.0189
1.06022e-11,0.0197
1.272064e-11,0.0171
1.483908e-11,0.0183
1.695752e-11,0.0196
1.907596e-11,0.0175
2.11944e-11,0.0152
2.331284e-11,0.0175
2.543128e-11,0.0167
2.754972e-11,0.0155
2.966816e-11,0.0154
3.17866e-11,0.0154
3.390504e-11,0.0148
3.602348e-11,0.0151
3.814192e-11,0.0134
4.026036e-11,0.0157
4.23788e-11,0.0139
4.449724e-11,0.0142
4.661568e-11,0.0142
4.873412e-11,0.0143
5.085256e-11,0.0121
5.2971e-11,0.0106
5.508944e-11,0.0118
5.720788e-11,0.0133
5.932632e-11,0.0112
6.144476e-11,0.0131
6.35632e-11,0.0104
6.568164e-11,0.0097
6.780008e-11,0.0113
6.991852e-11,0.0109
7.203696e-11,0.0093
7.41554e-11,0.0101
7.627384e-11,0.0094
7.839228e-11,0.0093
8.051072e-11,0.0082
8.262916e-11,0.0091
8.47476e-11,0.0104
8.686604e-11,0.0088
8.898448e-11,0.01
9.110292e-11,0.0072
9.322136e-11,0.0079
9.53398e-11,0.0084
9.745824e-11,0.0068
9.957668e-11,0.0084
1.0169512e-10,0.0074
1.0381356e-10,0.0078
1.05932e-10,0.0073
1.0805044e-10,0.0064
1.1016888e-10,0.0079
1.1228732e-10,0.007
1.1440576e-10,0.0076
1.165242e-10,0.0055
1.1864264e-10,0.0058
1.2076108e-10,0.0052
1.2287952e-10,0.006
1.2499796e-10,0.0054
1.271164e-10,0.0051
1.2923484e-10,0.0051
1.3135328e-10,0.0067
1.3347172e-10,0.0046
1.3559016e-10,0.004
1.377086e-10,0.0056
1.3982704e-10,0.0046
1.4194548e-10,0.0048
1.4406392e-10,0.0057
1.4618236e-10,0.0047
1.483008e-10,0.0046
1.5041924e-10,0.0054
1.5253768e-10,0.0053
1.5465612e-10,0.0037
1.5677456e-10,0.0046
1.58893e-10,0.0056
1.6101144e-10,0.0035
1.6312988e-10,0.0041
1.6524832e-10,0.0033
1.6736676e-10,0.0042
1.694852e-10,0.0031
1.7160364e-10,0.0038
1.7372208e-10,0.0027
1.7584052e-10,0.0039
1.7795896e-10,0.004
1.800774e-10,0.0042
1.8219584e-10,0.0032
1.8431428e-10,0.0037
1.8643272e-10,0.0021
1.8855116e-10,0.0045
1.906696e-10,0.0045
1.9278804e-10,0.0036
1.9490648e-10,0.0022
1.9702492e-10,0.0033
1.9914336e-10,0.0028
2.012618e-10,0.0037
2.0338024e-10,0.0027
2.0549868e-10,0.0026
2.0761712e-10,0.0026
2.0973556e-10,0.0029
2.11854e-10,0.0018
2.1397244e-10,0.0023
2.1609088e-10,0.003
2.1820932e-10,0.0025
2.2032776e-10,0.0023
2.224462e-10,0.002
2.2456464e-10,0.0023
2.2668308e-10,0.0023
2.2880152e-10,0.0012
